DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3272;P3273S1;P3273S2;P3273S4;P3273S5;P3273S6;P3274;P3275S1;P3275S2;P3275S4;P3275S5;P3275S6;P3275S7;P3275S8;P3275S9;P3275S10;P3276;P3277S1;P3277S2;P3277S3;P3277S4;P3277S5;P3277S6;P3277S7;P3277S8;P3277S9;P3277S10;P3277S11;P3277S12;P3277S13;P3278;P3279S1;P3279S2;P3279S3;P3279S4;P3279S5;P3279S6;P3280S1;P3280S2;P3280S3;P3280S4;P3280S5;P3280S6;P3280S7;P3280S8;P3280S9;P3280S10;P3280S11;P3281;P3282;P3283S1;P3283S2;P3283S3;P3283S4;P3283S5;P3283S6;P3283S7;P3283S8;P3283S9;P3283S10;P3283S11;P3283S12;P3283S13;P3284S1;P3284S2;P3284S3;P3284S4;P3284S5;P3285;P3286;P3287S1;P3287S2;P3287S3;P3287S4;P3504;P3288;P3289;P3290;P3291;P3291S1;P3292S1;P3292S2;P3292S3;P3292S4;P3292S5;P3292S6;P3292S7;P3292S8;P3292S9;P3292S10;P3292S11;P3293S1;P3293S2;P3293S3;P3293S4;P3293S5;P3293S6;P3293S7;P3293S8;P3293S9;P3294S1;P3294S2;P3294S3;P3294S4;P3294S5;P3294S6;P3294S7;P3294S8;P3294S9;P3294S10;P3294S11;P3294S12;P3295;P3296;P3297;P3298;P3299;P3300;P3301
625472;237;1;1;1;75.338848102;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;11;1;;2000000;2000000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;13
625477;237;2;1;2;65.866123973;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
625488;237;1;1;1;58.539401812;1;1;1;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;1;8000000;8000000;;1;1;;1;1;1;;;;;;;;;1;1;;;;;;;1;;;1;1;1;;;;1;2;2;3;1;;
625489;237;1;1;1;52.086456988;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;3;1;;4000000;4000000;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;4;;;
625494;237;3;1;3;36.214887016;1;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;7;2;;;1;1;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;1;2;2;3;1;;
625504;237;3;1;3;37.908212327;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
625512;237;1;1;1;56.981741214;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;13
625514;237;2;1;2;31.772704561;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;6;1;;600000;600000;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;2;;;;;;3
625516;237;2;1;2;49.924755711;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;6;3;;1600000;1600000;1;;;;;;;;;;;;;;;;;;;2;1;;;;;1;;1;1;;;;1;2;1;4;2;4;
625567;237;1;1;1;58.57363318;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;1;;;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
625568;237;2;1;2;85.494631577;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;9;1;4;;2;;;
625618;237;2;1;2;74.989727585;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;2;;;;1;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;3
625648;237;2;1;2;84.38321907;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;1;;;;;1;1;1;;;;;2;;;;;;6
625667;237;1;1;1;72.0446882;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;;;;;;;;;;;;;;;;1;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
625668;237;2;1;2;122.46806805;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;1;;;;;;;;;;;;;1;;;;;;;;;10;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
625692;237;1;1;1;128.23406585;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;12;4;;700000;700000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;4;1;;
625697;237;2;1;2;57.845902571;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;2;;;1;1;1;1;;;;;;;;;1;;;;;;;;1;;;;;1;;1;;;;;2;;;;;;3
625713;237;2;1;2;56.06411014;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;11
625736;237;1;1;1;70.467614221;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;7;4;;650000;650000;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;4;1;;
625744;237;1;1;1;59.63009324;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;1;1;;;;;;;;;;;;;;9;;;;;;;;9;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;1;;;;;;;;;;2;;;;;;1
625744;237;2;1;2;59.63009324;2;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
625756;237;1;1;1;61.367771979;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;3;1;;600000;600000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;5;1;;
625758;237;2;1;2;112.86441114;2;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;1;800000;800000;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;2;;1;4;;4;;;
625819;237;1;1;1;120.01029076;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;4;1;;56000;56000;1;1;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;9;2;;;;;;13
625908;237;3;1;3;67.016852387;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
625909;237;1;1;1;80.945332197;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;5;3;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
625956;237;1;1;1;1722.5568205;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;1;2200000;2200000;;;;;;;;;;;9;1;;;;1;1;;;;;1;;;;;;;;;;;1;2;2;2;2;1;
625976;237;3;1;3;2136.3144394;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
625978;237;3;1;3;2423.5361395;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;;1;;;1;1;;;1;;;;1;;;;;;;;;;;8;1;1;50000;50000;;;;1;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;2;;;;;;6
625980;237;1;1;1;59.104435178;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;6;4;;5000000;5000000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
626004;237;1;1;1;61.025023976;1;1;;;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;6;1;2000000;2000000;;1;;;;;;;;;;;;;;1;;;;;1;;;;;1;;;;;;;1;2;2;4;1;;
626015;237;3;1;3;71.811128978;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;7;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
626069;237;1;1;1;100.69088733;1;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;7;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
626089;237;1;1;1;29.051492999;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;12;7;;3000000;3000000;1;;1;1;;;;;;;;;;;;;;;;2;;;;;;1;;1;;;;;1;2;2;2;2;3;
626134;237;1;1;1;79.286437434;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;11;8;;99;99;;;;;;;;;;2;;;;;;;;;;2;;;;;;;1;;;;;;2;;;;;;6
626180;237;2;1;2;55.161047354;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;11;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;1;;;;;;;;1;4;;4;;;
626241;237;3;1;3;370.74464774;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;1;1;;;;1;1;;;1;;;;1;1;1;;;;;;;;;6;4;2;;;;;1;;;;;;;;;;;;;;;;;2;1;;;;;1;;1;1;;;;2;;;;;;6
626274;237;1;1;1;363.7129298;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;;;;;;;;;;;;;;;;;9;;;;;;;;9;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;1;;;;;;;2;;;;;;11
626276;237;3;1;3;229.86243034;1;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;1;;;;2;;;;;;8
626330;237;2;1;2;412.7947908;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;9;2;;98;98;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;2;;2;;;;;;1
626332;237;1;1;1;531.38790568;1;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;;;;;;4
626368;237;1;1;1;340.74815965;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;3;1;;4900000;4900000;1;;;1;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;1;4;;6;;;
626393;237;2;1;2;401.27780597;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;1;;;;;;;2;;;;;;1
626824;237;1;1;1;869.94317142;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;1;;;;;;;;;;;;;;;9;;;;;;;;9;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;4;;5;
626866;237;2;1;2;130.83604627;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;9;;;;;;;;;;;;2;;;;;;;;;;2;;1;;;;;;;;;;;2;;;;;;6
626896;237;2;1;2;102.18242088;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;1;800000;800000;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;1;2;2;2;1;;
626899;237;1;1;1;97.196639398;1;1;1;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;7;2;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2;;2;;;;;;4
626949;237;2;1;2;1067.5761094;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;7;7;;99;99;;1;1;1;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;1;3;2;5;1;;
627049;237;1;1;1;1439.9257881;1;1;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;2;;;;;;4
627049;237;2;1;2;1439.9257881;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;;;;;;;;;;2;;;1;;;;;;;;;1;;;;;;;;;;;2;;;;;;1
627066;237;1;1;1;2575.7790349;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;;;;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;;;;;1;2;2;3;1;;
627097;237;1;1;1;1485.6896591;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;12;2;;1000000;1000000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;13
627115;237;3;1;3;75.297292664;2;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;6;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;4
627139;237;1;1;1;53.625241918;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
627150;237;1;1;1;467.52279276;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;2;3;;99;99;;;;1;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;3
627181;237;1;1;1;1282.1381487;2;;;;;;;;;;;;;;;;1;1;;;;;;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;2;2;;;;;;;;;;;;2;;;;;;;;;;2;1;;;;;1;;;;;;;1;1;1;4;2;3;
627208;237;1;1;1;56.402166321;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7;2;;;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;4
627214;237;2;1;2;110.02189393;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;10;5;;770000;770000;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;2;;;;;;6
627279;237;1;1;1;93.167875942;1;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;;;;;;;;;;;;2;;;;;;;;;;2;;1;;;;;;;;;;;2;;;;;;3
627297;237;2;1;2;179.68721009;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;5;2;;;1;1;1;1;1;;;;;;;;;;;;;;1;;;1;;;;1;1;;;;;;1;2;2;4;1;;
627314;237;1;1;1;119.69026287;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
627317;237;1;1;1;109.73884362;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;1;;;1;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;1;4;;5;;;
627449;237;1;1;1;351.22057863;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;3;1;;1800000;1800000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;9;1;4;;1;;;
627547;237;2;1;2;61.978515003;2;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
627547;237;3;1;3;61.978515003;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
627646;237;1;1;1;60.271078482;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;1;;;;;;;;;;;2;;;;;;3
627657;237;1;1;1;85.233016638;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;7;2;;;;;;;;;;;;2;;1;;;;;;;;;1;;;;;;;;;;;;1;1;1;1;1;;
627662;237;2;1;2;67.251961006;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;8;7;;2571324;2571324;;;1;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;4;1;;
627669;237;3;1;3;59.965625587;1;;1;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;2;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;2;;1;2;2;3;1;;
627671;237;1;1;1;84.337026085;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;7;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;12
627693;237;1;1;1;60.603124732;1;1;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;1;2;;;;;;;;;;;;;9;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;4
627783;237;1;1;1;66.394714347;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;1;;;;;;;;;9;;;;;;;;4;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;7
627821;237;1;1;1;56.426398411;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;10
627920;237;1;1;1;332.49936879;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;7;1;;7000000;7000000;1;;;1;;;;;;;;;;;;;1;;;;1;;;;;;;1;;;;;1;4;;2;;;
627938;237;3;1;3;318.87734123;2;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;2;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;;;1;;;;2;;;;;;1
627971;237;2;1;2;364.79800543;2;;;;;;;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;2;;2;;;;;;3
627981;237;1;1;1;278.28949961;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;1;;;1;;;;;;;1;1;1;4;1;;
628033;237;1;1;1;418.8323261;1;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;9;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
628157;237;3;1;3;320.82923615;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;10
628193;237;1;1;1;99.58696249;2;;;;;;;;;;;;;;;;1;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;1;2;;;1;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;2;;;;;;1
628242;237;1;1;1;226.0252872;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;3;;;
628251;237;2;1;2;185.71490889;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;8;2;;;;;1;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;1;4;;2;;;
628257;237;2;1;2;180.18737241;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;2;;;;;;6
628257;237;3;1;3;180.18737241;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;12;7;;99;99;1;;;1;;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;2;;;;;;3
628297;237;1;1;1;174.89070409;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;4;;;
628307;237;1;1;1;201.78489408;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;12;1;;99;99;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
628307;237;2;1;2;201.78489408;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;10;1;;99;99;1;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;4
628318;237;1;1;1;186.71517425;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;4;2;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;2;;1;4;;4;;3;
